Round,Player,Hand,Score,Dealer Card,Dealer Score,Result,Reason
2549,1,10 10,20,9,19,1,Higher Score than Dealer
2549,2,6 10 2,18,9,19,2,Lost to Dealer
2549,3,7 2 K,19,9,19,3,Tie with Dealer
2549,4,8 2 Q,20,9,19,1,Higher Score than Dealer
2549,5,K 4 7,21,9,19,1,Higher Score than Dealer
2550,1,9 2 8,19,10,20,2,Lost to Dealer
2550,2,K 7,17,10,20,2,Lost to Dealer
2550,3,7 K,17,10,20,2,Lost to Dealer
2550,4,4 A 8 J,23,10,20,2,Bust
2550,5,2 A 9 9,21,10,20,1,Higher Score than Dealer
2551,1,K 2 6,18,Q,20,2,Lost to Dealer
2551,2,K 7,17,Q,20,2,Lost to Dealer
2551,3,4 2 9 Q,25,Q,20,2,Bust
2551,4,4 5 K,19,Q,20,2,Lost to Dealer
2551,5,J Q,20,Q,20,3,Tie with Dealer
2552,1,2 J K,22,J,18,2,Bust
2552,2,Q J,20,J,18,1,Higher Score than Dealer
2552,3,10 J,20,J,18,1,Higher Score than Dealer
2552,4,J 3 A 6,20,J,18,1,Higher Score than Dealer
2552,5,10 2 K,22,J,18,2,Bust
2553,1,K K,20,J,20,3,Tie with Dealer
2553,2,2 5 K,17,J,20,2,Lost to Dealer
2553,3,6 10 6,22,J,20,2,Bust
2553,4,A Q,21,J,20,1,Higher Score than Dealer
2553,5,3 J 6,19,J,20,2,Lost to Dealer
2554,1,K J,20,5,17,1,Higher Score than Dealer
2554,2,K 2 A 2 A 2,18,5,17,1,Higher Score than Dealer
2554,3,6 A,17,5,17,3,Tie with Dealer
2554,4,5 8 3 J,26,5,17,2,Bust
2554,5,A J,21,5,17,1,Higher Score than Dealer
2555,1,5 8 Q,23,2,22,2,Bust
2555,2,9 7 K,26,2,22,2,Bust
2555,3,7 9 5,21,2,22,1,Dealer Bust
2555,4,Q 9,19,2,22,1,Dealer Bust
2555,5,8 Q,18,2,22,1,Dealer Bust
2556,1,7 9 7,23,8,21,2,Bust
2556,2,A K,21,8,21,3,Tie with Dealer
2556,3,Q 2 2 9,23,8,21,2,Bust
2556,4,9 6 9,24,8,21,2,Bust
2556,5,K 2 9,21,8,21,3,Tie with Dealer
2557,1,J 6 10,26,J,18,2,Bust
2557,2,5 5 10,20,J,18,1,Higher Score than Dealer
2557,3,3 8 4 A J,26,J,18,2,Bust
2557,4,10 3 7,20,J,18,1,Higher Score than Dealer
2557,5,J 5 6,21,J,18,1,Higher Score than Dealer
2558,1,9 K,19,J,17,1,Higher Score than Dealer
2558,2,6 7 J,23,J,17,2,Bust
2558,3,5 6 5 J,26,J,17,2,Bust
2558,4,8 K,18,J,17,1,Higher Score than Dealer
2558,5,J 5 7,22,J,17,2,Bust
2559,1,3 J 10,23,5,25,2,Bust
2559,2,K 8,18,5,25,1,Dealer Bust
2559,3,7 4 9,20,5,25,1,Dealer Bust
2559,4,5 8 3 5,21,5,25,1,Dealer Bust
2559,5,3 2 A 2,18,5,25,1,Dealer Bust
2560,1,6 9 10,25,J,20,2,Bust
2560,2,3 A 4,18,J,20,2,Lost to Dealer
2560,3,K 5 K,25,J,20,2,Bust
2560,4,2 8 9,19,J,20,2,Lost to Dealer
2560,5,A 8,19,J,20,2,Lost to Dealer
2561,1,9 9,18,Q,20,2,Lost to Dealer
2561,2,7 9 3,19,Q,20,2,Lost to Dealer
2561,3,Q 2 4 Q,26,Q,20,2,Bust
2561,4,5 5 6 8,24,Q,20,2,Bust
2561,5,8 J,18,Q,20,2,Lost to Dealer
2562,1,2 A 3 6 8,20,3,17,1,Higher Score than Dealer
2562,2,8 7 9,24,3,17,2,Bust
2562,3,5 8 5,18,3,17,1,Higher Score than Dealer
2562,4,4 2 6 K,22,3,17,2,Bust
2562,5,3 10 7,20,3,17,1,Higher Score than Dealer
2563,1,4 5 J,19,A,21,2,Lost to Dealer
2563,2,3 3 4 3 8,21,A,21,3,Tie with Dealer
2563,3,10 J,20,A,21,2,Lost to Dealer
2563,4,4 A 4,19,A,21,2,Lost to Dealer
2563,5,J 8,18,A,21,2,Lost to Dealer
2564,1,5 3 K,18,A,21,2,Lost to Dealer
2564,2,Q 9,19,A,21,2,Lost to Dealer
2564,3,3 7 K,20,A,21,2,Lost to Dealer
2564,4,3 A 8 J,22,A,21,2,Bust
2564,5,3 A 3 2,19,A,21,2,Lost to Dealer
2565,1,K 2 Q,22,2,17,2,Bust
2565,2,7 K,17,2,17,3,Tie with Dealer
2565,3,6 6 Q,22,2,17,2,Bust
2565,4,2 5 7 8,22,2,17,2,Bust
2565,5,A 4 8 2 2,17,2,17,3,Tie with Dealer
2566,1,3 A A J 6,21,Q,19,1,Higher Score than Dealer
2566,2,10 Q,20,Q,19,1,Higher Score than Dealer
2566,3,4 A 6,21,Q,19,1,Higher Score than Dealer
2566,4,K 5 K,25,Q,19,2,Bust
2566,5,A Q,21,Q,19,1,Higher Score than Dealer
2567,1,6 4 10,20,9,18,1,Higher Score than Dealer
2567,2,A A J 10,22,9,18,2,Bust
2567,3,K K,20,9,18,1,Higher Score than Dealer
2567,4,A 9,20,9,18,1,Higher Score than Dealer
2567,5,3 7 6 8,24,9,18,2,Bust
2568,1,J 5 J,25,A,21,2,Bust
2568,2,9 Q,19,A,21,2,Lost to Dealer
2568,3,10 7,17,A,21,2,Lost to Dealer
2568,4,A A 7,19,A,21,2,Lost to Dealer
2568,5,J 9,19,A,21,2,Lost to Dealer
2569,1,7 9 5,21,6,21,3,Tie with Dealer
2569,2,A Q,21,6,21,3,Tie with Dealer
2569,3,6 Q Q,26,6,21,2,Bust
2569,4,K A,21,6,21,3,Tie with Dealer
2569,5,6 Q 8,24,6,21,2,Bust
2570,1,2 4 Q 4,20,9,17,1,Higher Score than Dealer
2570,2,Q 5 3,18,9,17,1,Higher Score than Dealer
2570,3,Q 8,18,9,17,1,Higher Score than Dealer
2570,4,6 2 10,18,9,17,1,Higher Score than Dealer
2570,5,A 7,18,9,17,1,Higher Score than Dealer
2571,1,9 6 Q,25,2,19,2,Bust
2571,2,10 7,17,2,19,2,Lost to Dealer
2571,3,J 2 9,21,2,19,1,Higher Score than Dealer
2571,4,2 Q 5,17,2,19,2,Lost to Dealer
2571,5,4 2 8 Q,24,2,19,2,Bust
2572,1,A 10,21,3,17,1,Higher Score than Dealer
2572,2,J A,21,3,17,1,Higher Score than Dealer
2572,3,10 2 Q,22,3,17,2,Bust
2572,4,J J,20,3,17,1,Higher Score than Dealer
2572,5,6 K Q,26,3,17,2,Bust
2573,1,4 2 7 Q,23,9,18,2,Bust
2573,2,3 4 10,17,9,18,2,Lost to Dealer
2573,3,J 3 K,23,9,18,2,Bust
2573,4,5 4 5 10,24,9,18,2,Bust
2573,5,3 J 9,22,9,18,2,Bust
2574,1,5 9 6,20,10,20,3,Tie with Dealer
2574,2,9 5 8,22,10,20,2,Bust
2574,3,K 4 K,24,10,20,2,Bust
2574,4,3 Q 2 8,23,10,20,2,Bust
2574,5,9 8,17,10,20,2,Lost to Dealer
2575,1,K 2 9,21,2,21,3,Tie with Dealer
2575,2,9 7 J,26,2,21,2,Bust
2575,3,7 4 10,21,2,21,3,Tie with Dealer
2575,4,A 6,17,2,21,2,Lost to Dealer
2575,5,10 7,17,2,21,2,Lost to Dealer
2576,1,10 4 9,23,J,21,2,Bust
2576,2,K 9,19,J,21,2,Lost to Dealer
2576,3,6 J 6,22,J,21,2,Bust
2576,4,K 4 3,17,J,21,2,Lost to Dealer
2576,5,A 4 A 3,19,J,21,2,Lost to Dealer
2577,1,9 A,20,5,25,1,Dealer Bust
2577,2,2 Q K,22,5,25,2,Bust
2577,3,9 3 A 6,19,5,25,1,Dealer Bust
2577,4,4 8 2 8,22,5,25,2,Bust
2577,5,2 8 Q,20,5,25,1,Dealer Bust
2578,1,10 5 6,21,2,18,1,Higher Score than Dealer
2578,2,5 7 2 7,21,2,18,1,Higher Score than Dealer
2578,3,9 5 9,23,2,18,2,Bust
2578,4,8 K,18,2,18,3,Tie with Dealer
2578,5,7 5 5,17,2,18,2,Lost to Dealer
2579,1,K 7,17,4,22,1,Dealer Bust
2579,2,J K,20,4,22,1,Dealer Bust
2579,3,4 5 A,20,4,22,1,Dealer Bust
2579,4,9 6 K,25,4,22,2,Bust
2579,5,A 4 A 7 10,23,4,22,2,Bust
2580,1,3 2 10 10,25,8,20,2,Bust
2580,2,3 2 J A 5,21,8,20,1,Higher Score than Dealer
2580,3,9 2 2 3 Q,26,8,20,2,Bust
2580,4,10 A,21,8,20,1,Higher Score than Dealer
2580,5,A 2 9 Q,22,8,20,2,Bust
2581,1,2 4 K 9,25,10,18,2,Bust
2581,2,Q 4 10,24,10,18,2,Bust
2581,3,J 10,20,10,18,1,Higher Score than Dealer
2581,4,9 Q,19,10,18,1,Higher Score than Dealer
2581,5,10 6 9,25,10,18,2,Bust
2582,1,9 2 7,18,3,24,1,Dealer Bust
2582,2,5 3 7 Q,25,3,24,2,Bust
2582,3,7 5 7,19,3,24,1,Dealer Bust
2582,4,9 8,17,3,24,1,Dealer Bust
2582,5,3 6 10,19,3,24,1,Dealer Bust
2583,1,A 2 2 Q 4,19,10,25,1,Dealer Bust
2583,2,Q 5 5,20,10,25,1,Dealer Bust
2583,3,3 J 7,20,10,25,1,Dealer Bust
2583,4,3 9 A 4 3,20,10,25,1,Dealer Bust
2583,5,3 Q A 10,24,10,25,2,Bust
2584,1,7 A,18,9,19,2,Lost to Dealer
2584,2,6 J A A,18,9,19,2,Lost to Dealer
2584,3,5 10 10,25,9,19,2,Bust
2584,4,7 6 K,23,9,19,2,Bust
2584,5,8 J,18,9,19,2,Lost to Dealer
2585,1,9 4 4,17,6,21,2,Lost to Dealer
2585,2,J 7,17,6,21,2,Lost to Dealer
2585,3,8 Q,18,6,21,2,Lost to Dealer
2585,4,10 8,18,6,21,2,Lost to Dealer
2585,5,Q 6 J,26,6,21,2,Bust
2586,1,A 2 K K,23,2,24,2,Bust
2586,2,10 J,20,2,24,1,Dealer Bust
2586,3,3 4 9 J,26,2,24,2,Bust
2586,4,10 3 8,21,2,24,1,Dealer Bust
2586,5,3 K 5,18,2,24,1,Dealer Bust
2587,1,A 9,20,10,19,1,Higher Score than Dealer
2587,2,8 A,19,10,19,3,Tie with Dealer
2587,3,8 2 7,17,10,19,2,Lost to Dealer
2587,4,10 4 8,22,10,19,2,Bust
2587,5,4 6 K,20,10,19,1,Higher Score than Dealer
2588,1,10 2 K,22,K,20,2,Bust
2588,2,3 A 7,21,K,20,1,Higher Score than Dealer
2588,3,J 9,19,K,20,2,Lost to Dealer
2588,4,4 6 9,19,K,20,2,Lost to Dealer
2588,5,5 5 Q,20,K,20,3,Tie with Dealer
2589,1,9 2 K,21,K,20,1,Higher Score than Dealer
2589,2,2 6 7 J,25,K,20,2,Bust
2589,3,6 3 3 K,22,K,20,2,Bust
2589,4,10 Q,20,K,20,3,Tie with Dealer
2589,5,4 2 K A 5,22,K,20,2,Bust
2590,1,4 4 K,18,9,19,2,Lost to Dealer
2590,2,10 A,21,9,19,1,Higher Score than Dealer
2590,3,3 5 Q,18,9,19,2,Lost to Dealer
2590,4,8 J,18,9,19,2,Lost to Dealer
2590,5,A 5 4,20,9,19,1,Higher Score than Dealer
2591,1,8 3 6,17,K,20,2,Lost to Dealer
2591,2,3 6 Q,19,K,20,2,Lost to Dealer
2591,3,K Q,20,K,20,3,Tie with Dealer
2591,4,9 7 9,25,K,20,2,Bust
2591,5,Q K,20,K,20,3,Tie with Dealer
2592,1,Q 7,17,2,17,3,Tie with Dealer
2592,2,2 J 5,17,2,17,3,Tie with Dealer
2592,3,6 K 9,25,2,17,2,Bust
2592,4,6 5 K,21,2,17,1,Higher Score than Dealer
2592,5,4 5 Q,19,2,17,1,Higher Score than Dealer
2593,1,7 K,17,6,18,2,Lost to Dealer
2593,2,2 3 Q 10,25,6,18,2,Bust
2593,3,4 8 6,18,6,18,3,Tie with Dealer
2593,4,5 8 3 4,20,6,18,1,Higher Score than Dealer
2593,5,Q A,21,6,18,1,Higher Score than Dealer
2594,1,A A J 7,19,A,21,2,Lost to Dealer
2594,2,8 6 4,18,A,21,2,Lost to Dealer
2594,3,8 9,17,A,21,2,Lost to Dealer
2594,4,K K,20,A,21,2,Lost to Dealer
2594,5,8 10,18,A,21,2,Lost to Dealer
2595,1,5 J A K,26,6,17,2,Bust
2595,2,4 Q Q,24,6,17,2,Bust
2595,3,5 J 9,24,6,17,2,Bust
2595,4,5 5 A,21,6,17,1,Higher Score than Dealer
2595,5,6 J 3,19,6,17,1,Higher Score than Dealer
2596,1,5 2 6 7,20,5,23,1,Dealer Bust
2596,2,A 9,20,5,23,1,Dealer Bust
2596,3,Q J,20,5,23,1,Dealer Bust
2596,4,6 J 8,24,5,23,2,Bust
2596,5,10 9,19,5,23,1,Dealer Bust
2597,1,10 10,20,Q,18,1,Higher Score than Dealer
2597,2,2 7 8,17,Q,18,2,Lost to Dealer
2597,3,3 10 6,19,Q,18,1,Higher Score than Dealer
2597,4,Q Q,20,Q,18,1,Higher Score than Dealer
2597,5,3 10 8,21,Q,18,1,Higher Score than Dealer
2598,1,5 3 10,18,3,19,2,Lost to Dealer
2598,2,K Q,20,3,19,1,Higher Score than Dealer
2598,3,5 8 4,17,3,19,2,Lost to Dealer
2598,4,A 5 7 2 6,21,3,19,1,Higher Score than Dealer
2598,5,J 5 9,24,3,19,2,Bust
2599,1,2 6 7 6,21,6,24,1,Dealer Bust
2599,2,J 7,17,6,24,1,Dealer Bust
2599,3,J 6 Q,26,6,24,2,Bust
2599,4,J K,20,6,24,1,Dealer Bust
2599,5,A 6,17,6,24,1,Dealer Bust
2600,1,2 10 K,22,2,18,2,Bust
2600,2,3 8 K,21,2,18,1,Higher Score than Dealer
2600,3,4 A 6,21,2,18,1,Higher Score than Dealer
2600,4,J 7,17,2,18,2,Lost to Dealer
2600,5,2 A J 5,18,2,18,3,Tie with Dealer
2601,1,Q 4 4,18,3,18,3,Tie with Dealer
2601,2,3 8 8,19,3,18,1,Higher Score than Dealer
2601,3,2 7 K,19,3,18,1,Higher Score than Dealer
2601,4,K A,21,3,18,1,Higher Score than Dealer
2601,5,J 6 A,17,3,18,2,Lost to Dealer
2602,1,6 4 A,21,K,22,1,Dealer Bust
2602,2,9 J,19,K,22,1,Dealer Bust
2602,3,3 4 4 9,20,K,22,1,Dealer Bust
2602,4,2 10 K,22,K,22,2,Bust
2602,5,J Q,20,K,22,1,Dealer Bust
2603,1,Q 5 7,22,9,19,2,Bust
2603,2,8 7 K,25,9,19,2,Bust
2603,3,3 4 4 4 6,21,9,19,1,Higher Score than Dealer
2603,4,4 2 9 10,25,9,19,2,Bust
2603,5,7 10,17,9,19,2,Lost to Dealer
2604,1,10 7,17,J,18,2,Lost to Dealer
2604,2,8 10,18,J,18,3,Tie with Dealer
2604,3,K J,20,J,18,1,Higher Score than Dealer
2604,4,K 7,17,J,18,2,Lost to Dealer
2604,5,4 4 5 10,23,J,18,2,Bust
2605,1,3 4 K,17,4,23,1,Dealer Bust
2605,2,7 3 6 Q,26,4,23,2,Bust
2605,3,5 7 Q,22,4,23,2,Bust
2605,4,5 8 7,20,4,23,1,Dealer Bust
2605,5,A 6,17,4,23,1,Dealer Bust
2606,1,7 J,17,J,23,1,Dealer Bust
2606,2,K 2 Q,22,J,23,2,Bust
2606,3,5 4 A,20,J,23,1,Dealer Bust
2606,4,A 8,19,J,23,1,Dealer Bust
2606,5,A Q,21,J,23,1,Dealer Bust
2607,1,7 4 5 3,19,4,23,1,Dealer Bust
2607,2,8 9,17,4,23,1,Dealer Bust
2607,3,A A 2 6,20,4,23,1,Dealer Bust
2607,4,3 7 10,20,4,23,1,Dealer Bust
2607,5,A 6,17,4,23,1,Dealer Bust
2608,1,4 4 2 10,20,9,24,1,Dealer Bust
2608,2,3 7 6 A 3,20,9,24,1,Dealer Bust
2608,3,A 3 2 2,18,9,24,1,Dealer Bust
2608,4,7 7 2 3,19,9,24,1,Dealer Bust
2608,5,J 5 K,25,9,24,2,Bust
2609,1,J 3 K,23,7,17,2,Bust
2609,2,8 4 6,18,7,17,1,Higher Score than Dealer
2609,3,8 6 9,23,7,17,2,Bust
2609,4,7 9 K,26,7,17,2,Bust
2609,5,3 9 10,22,7,17,2,Bust
2610,1,5 8 J,23,6,17,2,Bust
2610,2,6 3 5 3,17,6,17,3,Tie with Dealer
2610,3,Q K,20,6,17,1,Higher Score than Dealer
2610,4,2 Q J,22,6,17,2,Bust
2610,5,4 6 A,21,6,17,1,Higher Score than Dealer
2611,1,Q J,20,3,23,1,Dealer Bust
2611,2,K 6 9,25,3,23,2,Bust
2611,3,10 7,17,3,23,1,Dealer Bust
2611,4,K A,21,3,23,1,Dealer Bust
2611,5,3 10 4,17,3,23,1,Dealer Bust
2612,1,10 Q,20,6,24,1,Dealer Bust
2612,2,J 5 A J,26,6,24,2,Bust
2612,3,7 4 Q,21,6,24,1,Dealer Bust
2612,4,4 8 10,22,6,24,2,Bust
2612,5,4 8 5,17,6,24,1,Dealer Bust
2613,1,J 8,18,4,21,2,Lost to Dealer
2613,2,A J,21,4,21,3,Tie with Dealer
2613,3,3 3 Q 5,21,4,21,3,Tie with Dealer
2613,4,7 4 6,17,4,21,2,Lost to Dealer
2613,5,3 10 6,19,4,21,2,Lost to Dealer
2614,1,3 A 9 5,18,K,20,2,Lost to Dealer
2614,2,6 4 3 4,17,K,20,2,Lost to Dealer
2614,3,8 7 J,25,K,20,2,Bust
2614,4,2 J 5,17,K,20,2,Lost to Dealer
2614,5,Q 9,19,K,20,2,Lost to Dealer
2615,1,K 4 6,20,4,20,3,Tie with Dealer
2615,2,J 2 3 9,24,4,20,2,Bust
2615,3,4 9 Q,23,4,20,2,Bust
2615,4,6 9 4,19,4,20,2,Lost to Dealer
2615,5,5 K 5,20,4,20,3,Tie with Dealer
2616,1,Q 5 Q,25,7,17,2,Bust
2616,2,6 6 8,20,7,17,1,Higher Score than Dealer
2616,3,7 2 7 A 8,25,7,17,2,Bust
2616,4,9 4 4,17,7,17,3,Tie with Dealer
2616,5,10 2 6,18,7,17,1,Higher Score than Dealer
2617,1,8 Q,18,3,17,1,Higher Score than Dealer
2617,2,9 6 K,25,3,17,2,Bust
2617,3,A J,21,3,17,1,Higher Score than Dealer
2617,4,6 7 K,23,3,17,2,Bust
2617,5,2 5 J,17,3,17,3,Tie with Dealer
2618,1,2 K 6,18,2,17,1,Higher Score than Dealer
2618,2,K 9,19,2,17,1,Higher Score than Dealer
2618,3,A 9,20,2,17,1,Higher Score than Dealer
2618,4,7 5 8,20,2,17,1,Higher Score than Dealer
2618,5,10 2 8,20,2,17,1,Higher Score than Dealer
2619,1,4 6 3 3 Q,26,3,21,2,Bust
2619,2,8 7 9,24,3,21,2,Bust
2619,3,8 Q,18,3,21,2,Lost to Dealer
2619,4,J 4 5,19,3,21,2,Lost to Dealer
2619,5,A Q,21,3,21,3,Tie with Dealer
2620,1,3 9 6,18,4,23,1,Dealer Bust
2620,2,2 9 7,18,4,23,1,Dealer Bust
2620,3,5 9 6,20,4,23,1,Dealer Bust
2620,4,5 10 K,25,4,23,2,Bust
2620,5,K Q,20,4,23,1,Dealer Bust
2621,1,7 3 7,17,7,18,2,Lost to Dealer
2621,2,2 2 2 Q 5,21,7,18,1,Higher Score than Dealer
2621,3,Q 2 3 J,25,7,18,2,Bust
2621,4,9 10,19,7,18,1,Higher Score than Dealer
2621,5,6 A Q J,27,7,18,2,Bust
2622,1,7 Q,17,8,20,2,Lost to Dealer
2622,2,K A,21,8,20,1,Higher Score than Dealer
2622,3,K 10,20,8,20,3,Tie with Dealer
2622,4,8 5 6,19,8,20,2,Lost to Dealer
2622,5,10 6 3,19,8,20,2,Lost to Dealer
2623,1,6 K J,26,4,19,2,Bust
2623,2,10 2 8,20,4,19,1,Higher Score than Dealer
2623,3,8 2 K,20,4,19,1,Higher Score than Dealer
2623,4,A 9,20,4,19,1,Higher Score than Dealer
2623,5,K 2 Q,22,4,19,2,Bust
2624,1,7 8 2,17,Q,19,2,Lost to Dealer
2624,2,5 9 A 2 2,19,Q,19,3,Tie with Dealer
2624,3,2 7 9,18,Q,19,2,Lost to Dealer
2624,4,10 K,20,Q,19,1,Higher Score than Dealer
2624,5,2 A J 3 J,26,Q,19,2,Bust
2625,1,9 10,19,K,18,1,Higher Score than Dealer
2625,2,9 9,18,K,18,3,Tie with Dealer
2625,3,8 9,17,K,18,2,Lost to Dealer
2625,4,5 5 5 2,17,K,18,2,Lost to Dealer
2625,5,7 K,17,K,18,2,Lost to Dealer
2626,1,10 10,20,7,17,1,Higher Score than Dealer
2626,2,5 3 6 K,24,7,17,2,Bust
2626,3,J 4 10,24,7,17,2,Bust
2626,4,K 2 4 8,24,7,17,2,Bust
2626,5,A 10,21,7,17,1,Higher Score than Dealer
2627,1,7 Q,17,9,23,1,Dealer Bust
2627,2,J 4 K,24,9,23,2,Bust
2627,3,2 6 2 4 5,19,9,23,1,Dealer Bust
2627,4,3 9 A 10,23,9,23,2,Bust
2627,5,2 4 8 7,21,9,23,1,Dealer Bust
2628,1,J 9,19,2,19,3,Tie with Dealer
2628,2,7 J,17,2,19,2,Lost to Dealer
2628,3,K 6 A,17,2,19,2,Lost to Dealer
2628,4,7 10,17,2,19,2,Lost to Dealer
2628,5,5 Q A 4,20,2,19,1,Higher Score than Dealer
2629,1,5 7 4 5,21,4,21,3,Tie with Dealer
2629,2,J 10,20,4,21,2,Lost to Dealer
2629,3,2 A K 6,19,4,21,2,Lost to Dealer
2629,4,10 8,18,4,21,2,Lost to Dealer
2629,5,A 2 A 3,17,4,21,2,Lost to Dealer
2630,1,4 J 3,17,A,21,2,Lost to Dealer
2630,2,A 4 7 10,22,A,21,2,Bust
2630,3,4 8 K,22,A,21,2,Bust
2630,4,6 A K 7,24,A,21,2,Bust
2630,5,10 3 10,23,A,21,2,Bust
2631,1,6 10 K,26,5,19,2,Bust
2631,2,8 A,19,5,19,3,Tie with Dealer
2631,3,2 9 3 K,24,5,19,2,Bust
2631,4,4 Q 3,17,5,19,2,Lost to Dealer
2631,5,J 6 8,24,5,19,2,Bust
2632,1,6 J 10,26,10,17,2,Bust
2632,2,2 8 8,18,10,17,1,Higher Score than Dealer
2632,3,10 4 5,19,10,17,1,Higher Score than Dealer
2632,4,6 5 A 6,18,10,17,1,Higher Score than Dealer
2632,5,4 8 J,22,10,17,2,Bust
2633,1,Q 4 6,20,10,25,1,Dealer Bust
2633,2,5 8 2 K,25,10,25,2,Bust
2633,3,6 3 7 2,18,10,25,1,Dealer Bust
2633,4,K K,20,10,25,1,Dealer Bust
2633,5,3 6 J,19,10,25,1,Dealer Bust
2634,1,10 A,21,4,20,1,Higher Score than Dealer
2634,2,8 7 6,21,4,20,1,Higher Score than Dealer
2634,3,10 8,18,4,20,2,Lost to Dealer
2634,4,5 8 5,18,4,20,2,Lost to Dealer
2634,5,8 9,17,4,20,2,Lost to Dealer
2635,1,Q 5 3,18,4,24,1,Dealer Bust
2635,2,3 5 9,17,4,24,1,Dealer Bust
2635,3,5 6 A J,22,4,24,2,Bust
2635,4,6 9 8,23,4,24,2,Bust
2635,5,9 2 3 7,21,4,24,1,Dealer Bust
2636,1,K 9,19,5,25,1,Dealer Bust
2636,2,6 Q 4,20,5,25,1,Dealer Bust
2636,3,5 4 3 5,17,5,25,1,Dealer Bust
2636,4,10 K,20,5,25,1,Dealer Bust
2636,5,7 5 6,18,5,25,1,Dealer Bust
2637,1,J 10,20,Q,19,1,Higher Score than Dealer
2637,2,2 9 3 4,18,Q,19,2,Lost to Dealer
2637,3,7 A,18,Q,19,2,Lost to Dealer
2637,4,7 A,18,Q,19,2,Lost to Dealer
2637,5,8 3 10,21,Q,19,1,Higher Score than Dealer
2638,1,4 6 3 Q,23,2,25,2,Bust
2638,2,2 2 3 8 A J,26,2,25,2,Bust
2638,3,Q 6 J,26,2,25,2,Bust
2638,4,10 5 10,25,2,25,2,Bust
2638,5,J J,20,2,25,1,Dealer Bust
2639,1,3 4 9 8,24,4,18,2,Bust
2639,2,Q 6 J,26,4,18,2,Bust
2639,3,A 3 J 6,20,4,18,1,Higher Score than Dealer
2639,4,4 5 9,18,4,18,3,Tie with Dealer
2639,5,2 7 Q,19,4,18,1,Higher Score than Dealer
2640,1,8 9,17,7,20,2,Lost to Dealer
2640,2,K A,21,7,20,1,Higher Score than Dealer
2640,3,7 A,18,7,20,2,Lost to Dealer
2640,4,4 9 Q,23,7,20,2,Bust
2640,5,K 6 7,23,7,20,2,Bust
2641,1,8 8 J,26,3,17,2,Bust
2641,2,9 2 10,21,3,17,1,Higher Score than Dealer
2641,3,4 8 8,20,3,17,1,Higher Score than Dealer
2641,4,8 7 A 8,24,3,17,2,Bust
2641,5,8 2 10,20,3,17,1,Higher Score than Dealer
2642,1,3 8 4 Q,25,5,24,2,Bust
2642,2,3 2 9 4,18,5,24,1,Dealer Bust
2642,3,9 4 J,23,5,24,2,Bust
2642,4,6 A,17,5,24,1,Dealer Bust
2642,5,A 3 J 5,19,5,24,1,Dealer Bust
2643,1,4 8 2 8,22,A,21,2,Bust
2643,2,5 7 9,21,A,21,3,Tie with Dealer
2643,3,7 9 9,25,A,21,2,Bust
2643,4,8 5 Q,23,A,21,2,Bust
2643,5,K J,20,A,21,2,Lost to Dealer
2644,1,9 J,19,10,19,3,Tie with Dealer
2644,2,3 6 6 3,18,10,19,2,Lost to Dealer
2644,3,5 10 9,24,10,19,2,Bust
2644,4,10 5 6,21,10,19,1,Higher Score than Dealer
2644,5,5 K A 4,20,10,19,1,Higher Score than Dealer
2645,1,Q Q,20,3,17,1,Higher Score than Dealer
2645,2,10 4 10,24,3,17,2,Bust
2645,3,3 9 J,22,3,17,2,Bust
2645,4,8 9,17,3,17,3,Tie with Dealer
2645,5,A A A 3 9 A 9,25,3,17,2,Bust
2646,1,9 2 K,21,10,19,1,Higher Score than Dealer
2646,2,6 Q 9,25,10,19,2,Bust
2646,3,3 K J,23,10,19,2,Bust
2646,4,7 Q,17,10,19,2,Lost to Dealer
2646,5,K K,20,10,19,1,Higher Score than Dealer
2647,1,10 J,20,J,21,2,Lost to Dealer
2647,2,4 J 10,24,J,21,2,Bust
2647,3,A 3 8 4 J,26,J,21,2,Bust
2647,4,4 9 5,18,J,21,2,Lost to Dealer
2647,5,10 K,20,J,21,2,Lost to Dealer
2648,1,K 9,19,K,22,1,Dealer Bust
2648,2,10 A,21,K,22,1,Dealer Bust
2648,3,7 J,17,K,22,1,Dealer Bust
2648,4,4 7 A K,22,K,22,2,Bust
2648,5,4 8 3 2,17,K,22,1,Dealer Bust
2649,1,5 J 9,24,6,19,2,Bust
2649,2,6 7 4,17,6,19,2,Lost to Dealer
2649,3,J 10,20,6,19,1,Higher Score than Dealer
2649,4,A J,21,6,19,1,Higher Score than Dealer
2649,5,Q 8,18,6,19,2,Lost to Dealer
2650,1,10 Q,20,10,22,1,Dealer Bust
2650,2,10 10,20,10,22,1,Dealer Bust
2650,3,8 7 3,18,10,22,1,Dealer Bust
2650,4,4 2 7 K,23,10,22,2,Bust
2650,5,5 Q 2,17,10,22,1,Dealer Bust
2651,1,J K,20,4,17,1,Higher Score than Dealer
2651,2,9 9,18,4,17,1,Higher Score than Dealer
2651,3,2 A 6,19,4,17,1,Higher Score than Dealer
2651,4,Q 7,17,4,17,3,Tie with Dealer
2651,5,J 9,19,4,17,1,Higher Score than Dealer
2652,1,K J,20,8,25,1,Dealer Bust
2652,2,3 J 9,22,8,25,2,Bust
2652,3,7 5 Q,22,8,25,2,Bust
2652,4,J A,21,8,25,1,Dealer Bust
2652,5,10 7,17,8,25,1,Dealer Bust
2653,1,8 7 Q,25,10,17,2,Bust
2653,2,5 K Q,25,10,17,2,Bust
